PW_gene	PW_id	PW_name						
AT1G60140	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT1G60140-MONOMER	trehalose-phosphatase	AT1G60140	TPS10
AT1G35910	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT1G35910-MONOMER	trehalose-phosphatase	AT1G35910	TTPD
AT1G23870	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT1G23870-MONOMER	trehalose-phosphatase	AT1G23870	TPS9
AT1G23870	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT1G23870-MONOMER	trehalose-phosphatase	AT1G23870	TPS9
AT1G22210	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT1G22210-MONOMER	trehalose-phosphatase	AT1G22210	TPPC
AT1G17000	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT1G17000-MONOMER	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	AT1G17000	TPS3
AT1G16980	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT1G16980-MONOMER	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	AT1G16980	TPS2
AT1G06410	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT1G06410-MONOMER	"&alpha;,&alpha;-trehalose-phosphate synthase (UDP-forming)"	AT1G06410	AT1G06410
AT4G37840	PWY0-1182	trehalose degradation II (trehalase)	GLUCOKIN-RXN	2.7.1.2	AT4G37840-MONOMER	glucokinase	AT4G37840	AT4G37840
AT4G29130	PWY0-1182	trehalose degradation II (trehalase)	GLUCOKIN-RXN	2.7.1.2	AT4G29130-MONOMER	hexokinase	AT4G29130	HXK1
AT4G24040	PWY0-1182	trehalose degradation II (trehalase)	TREHALA-RXN	3.2.1.28	AT4G24040-MONOMER	trehalase	AT4G24040	TRE1
AT3G20040	PWY0-1182	trehalose degradation II (trehalase)	GLUCOKIN-RXN	2.7.1.2	AT3G20040-MONOMER	glucokinase	AT3G20040	AT3G20040
AT2G19860	PWY0-1182	trehalose degradation II (trehalase)	GLUCOKIN-RXN	2.7.1.2	AT2G19860-MONOMER	hexokinase	AT2G19860	HXK2
AT1G50460	PWY0-1182	trehalose degradation II (trehalase)	GLUCOKIN-RXN	2.7.1.2	AT1G50460-MONOMER	glucokinase	AT1G50460	AT1G50460
AT1G47840	PWY0-1182	trehalose degradation II (trehalase)	GLUCOKIN-RXN	2.7.1.2	AT1G47840-MONOMER	glucokinase//fructokinase	AT1G47840	AT1G47840
AT5G66450	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	MONOMER-AT5G66450	phosphatidic acid phosphatase	AT5G66450	LPP&epsilon;2
AT5G60620	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT5G60620-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT5G60620	AT5G60620
AT5G42870	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	MONOMER-AT5G42870	3-sn-phosphatidate phosphohydrolase	AT5G42870	PAH2
AT5G37300	TRIGLSYN-PWY	triacylglycerol biosynthesis	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	2.3.1.20	AT5G37300-MONOMER	diacylglycerol O-acyltransferase	AT5G37300	AT5G37300
AT5G13640	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1641	2.3.1.158	AT5G13640-MONOMER	phospholipid:diacylglycerol acyltransferase	AT5G13640	AT5G13640
AT5G13640	TRIGLSYN-PWY	triacylglycerol biosynthesis	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	2.3.1.20	AT5G13640-MONOMER	diacylglycerol O-acyltransferase	AT5G13640	AT5G13640
AT5G06090	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT5G06090-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT5G06090	AT5G06090
AT5G06090	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT5G06090-MONOMER	glycerol-3-phosphate O-acyltransferase	AT5G06090	AT5G06090
AT5G03080	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	MONOMER-AT5G03080	phosphatidic acid phosphatase	AT5G03080	LPP&gamma;
AT4G30580	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT4G30580-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT4G30580	ATS2
AT4G24160	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT4G24160-MONOMER	lysophosphatidic acid acyltransferase	AT4G24160	AT4G24160
AT4G01950	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT4G01950-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT4G01950	AT4G01950
AT4G01950	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT4G01950-MONOMER	glycerol-3-phosphate <i>O-</i>acyltransferase	AT4G01950	AT4G01950
AT4G00400	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT4G00400-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT4G00400	GPAT8
AT4G00400	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT4G00400-MONOMER	glycerol-3-phosphate O-acyltransferase	AT4G00400	GPAT8
AT3G57650	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT3G57650-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT3G57650	AT3G57650
AT3G51520	TRIGLSYN-PWY	triacylglycerol biosynthesis	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	2.3.1.20	AT3G51520-MONOMER	diacylglycerol O-acyltransferase	AT3G51520	AT3G51520
AT3G50920	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	MONOMER-AT3G50920	phosphatidic acid phosphatase	AT3G50920	LPP&epsilon;1
AT3G44830	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1641	2.3.1.158	AT3G44830-MONOMER	phospholipid:diacylglycerol acyltransferase	AT3G44830	AT3G44830
AT3G44830	TRIGLSYN-PWY	triacylglycerol biosynthesis	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	2.3.1.20	AT3G44830-MONOMER	diacylglycerol O-acyltransferase	AT3G44830	AT3G44830
AT3G18850	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT3G18850-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT3G18850	AT3G18850
AT3G18220	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	AT3G18220-MONOMER	phosphatidate phosphatase	AT3G18220	LPP4
AT3G11430	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT3G11430-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT3G11430	AT3G11430
AT3G11430	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT3G11430-MONOMER	glycerol-3-phosphate O-acyltransferase	AT3G11430	AT3G11430
AT3G11325	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT3G11325-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT3G11325	AT3G11325
AT3G11325	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT3G11325-MONOMER	glycerol-3-phosphate <i>O-</i>acyltransferase	AT3G11325	AT3G11325
AT3G09560	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	MONOMER-AT3G09560	3-sn-phosphatidate phosphohydrolase	AT3G09560	PAH1
AT3G02600	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	AT3G02600-MONOMER	phosphatidate phosphatase	AT3G02600	LPP3
AT2G38110	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT2G38110-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT2G38110	GPAT6
AT2G38110	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT2G38110-MONOMER	glycerol-3-phosphate O-acyltransferase	AT2G38110	GPAT6
AT2G19450	TRIGLSYN-PWY	triacylglycerol biosynthesis	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	2.3.1.20	CPLX-1821	acyl-CoA:diacylglycerol acyltransferase	AT2G19450	TAG1
AT2G01180	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	MONOMER-AT2G01180	phosphatidate phosphatase	AT2G01180	LPP1
AT1G80950	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G80950-MONOMER	1-acylglycerol-3-phosphate <i>O-</i>acyltransferase	AT1G80950	AT1G80950
AT1G78690	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G78690-MONOMER	1-acylglycerol-3-phosphate <i>O-</i>acyltransferase	AT1G78690	AT1G78690
AT1G75020	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G75020-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT1G75020	AT1G75020
AT1G63050	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G63050-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT1G63050	AT1G63050
AT1G51260	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G51260-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT1G51260	AT1G51260
AT1G32200	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT1G32200-MONOMER	glycerol-3-phosphate O-acyltransferase	AT1G32200	ATS1
AT1G15080	TRIGLSYN-PWY	triacylglycerol biosynthesis	PHOSPHATIDATE-PHOSPHATASE-RXN	3.1.3.4	MONOMER-AT1G15080	phosphatidate phosphatase	AT1G15080	LPP2
AT1G12640	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G12640-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT1G12640	AT1G12640
AT1G06520	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G06520-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT1G06520	GPAT1
AT1G06520	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT1G06520-MONOMER	glycerol-3-phosphate O-acyltransferase	AT1G06520	GPAT1
AT1G02390	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G02390-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT1G02390	AT1G02390
AT1G02390	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT1G02390-MONOMER	glycerol-3-phosphate <i>O-</i>acyltransferase	AT1G02390	AT1G02390
AT1G01610	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1623	2.3.1.51	AT1G01610-MONOMER	1-acylglycerol-3-phosphate O-acyltransferase	AT1G01610	GPAT4
AT1G01610	TRIGLSYN-PWY	triacylglycerol biosynthesis	RXN-1381	2.3.1.15	AT1G01610-MONOMER	glycerol-3-phosphate O-acyltransferase	AT1G01610	GPAT4
AT5G67050	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G67050-MONOMER	triacylglycerol lipase	AT5G67050	AT5G67050
AT5G42930	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G42930-MONOMER	triacylglycerol lipase	AT5G42930	AT5G42930
AT5G38520	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G38520-MONOMER	triacylglycerol lipase	AT5G38520	AT5G38520
AT5G24230	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G24230-MONOMER	triacylglycerol lipase	AT5G24230	AT5G24230
AT5G24220	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G24220-MONOMER	triacylglycerol lipase	AT5G24220	AT5G24220
AT5G24190	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G24190-MONOMER	triacylglycerol lipase	AT5G24190	AT5G24190
AT5G24180	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G24180-MONOMER	triacylglycerol lipase	AT5G24180	AT5G24180
AT5G19850	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G19850-MONOMER	triacylglycerol lipase	AT5G19850	AT5G19850
AT5G18640	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G18640-MONOMER	triacylglycerol lipase	AT5G18640	AT5G18640
AT5G18630	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G18630-MONOMER	triacylglycerol lipase	AT5G18630	AT5G18630
AT5G14180	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G14180-MONOMER	triacylglycerol lipase	AT5G14180	AT5G14180
AT5G09430	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G09430-MONOMER	triacylglycerol lipase	AT5G09430	AT5G09430
AT5G04040	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT5G04040-MONOMER	triacylglycerol lipase	AT5G04040	AT5G04040
AT4G39955	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT4G39955-MONOMER	triacylglycerol lipase	AT4G39955	AT4G39955
AT4G36530	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT4G36530-MONOMER	triacylglycerol lipase	AT4G36530	AT4G36530
AT4G18550	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT4G18550-MONOMER	triacylglycerol lipase	AT4G18550	AT4G18550
AT4G16820	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT4G16820-MONOMER	triacylglycerol lipase	AT4G16820	AT4G16820
AT4G16070	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT4G16070-MONOMER	triacylglycerol lipase	AT4G16070	AT4G16070
AT4G10955	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT4G10955-MONOMER	triacylglycerol lipase	AT4G10955	AT4G10955
AT3G57140	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT3G57140-MONOMER	triacylglycerol lipase	AT3G57140	AT3G57140
AT3G14360	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT3G14360-MONOMER	triacylglycerol lipase	AT3G14360	AT3G14360
AT3G14075	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT3G14075-MONOMER	triacylglycerol lipase	AT3G14075	AT3G14075
AT2G42690	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT2G42690-MONOMER	triacylglycerol lipase	AT2G42690	AT2G42690
AT2G31690	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT2G31690-MONOMER	triacylglycerol lipase	AT2G31690	AT2G31690
AT2G31100	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT2G31100-MONOMER	triacylglycerol lipase	AT2G31100	AT2G31100
AT2G30550	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT2G30550-MONOMER	triacylglycerol lipase	AT2G30550	AT2G30550
AT2G15230	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT2G15230-MONOMER	triacylglycerol lipase	AT2G15230	At2G15230
AT2G05260	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT2G05260-MONOMER	triacylglycerol lipase	AT2G05260	AT2G05260
AT1G56630	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G56630-MONOMER	triacylglycerol lipase	AT1G56630	AT1G56630
AT1G51440	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G51440-MONOMER	triacylglycerol lipase	AT1G51440	AT1G51440
AT1G45201	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G45201-MONOMER	triacylglycerol lipase	AT1G45201	AT1G45201
AT1G33270	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G33270-MONOMER	triacylglycerol lipase	AT1G33270	AT1G33270
AT1G30370	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G30370-MONOMER	triacylglycerol lipase	AT1G30370	AT1G30370
AT1G23330	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G23330-MONOMER	triacylglycerol lipase	AT1G23330	AT1G23330
AT1G10740	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G10740-MONOMER	triacylglycerol lipase	AT1G10740	AT1G10740
AT1G06800	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G06800-MONOMER	triacylglycerol lipase	AT1G06800	AT1G06800
AT1G06250	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G06250-MONOMER	triacylglycerol lipase	AT1G06250	AT1G06250
AT1G05800	LIPAS-PWY	triacylglycerol degradation	TRIACYLGLYCEROL-LIPASE-RXN	3.1.1.3	AT1G05800-MONOMER	triacylglycerol lipase	AT1G05800	AT1G05800
AT5G64050	TRNA-CHARGING-PWY	tRNA charging	GLURS-RXN	6.1.1.17	AT5G64050-MONOMER	glutamate-tRNA ligase	AT5G64050	AT5G64050
AT5G56680	TRNA-CHARGING-PWY	tRNA charging	ASPARAGINE--TRNA-LIGASE-RXN	6.1.1.22	AT5G56680-MONOMER	asparagine-tRNA ligase	AT5G56680	AT5G56680
AT5G52520	TRNA-CHARGING-PWY	tRNA charging	PROLINE--TRNA-LIGASE-RXN	6.1.1.15	AT5G52520-MONOMER	proline-tRNA ligase	AT5G52520	AT5G52520
AT5G49030	TRNA-CHARGING-PWY	tRNA charging	ISOLEUCINE--TRNA-LIGASE-RXN	6.1.1.5	AT5G49030-MONOMER	isoleucyl-tRNA synthetase	AT5G49030	AT5G49030
AT5G38830	TRNA-CHARGING-PWY	tRNA charging	CYSTEINE--TRNA-LIGASE-RXN	6.1.1.16	AT5G38830-MONOMER	cysteine-tRNA ligase	AT5G38830	AT5G38830
AT5G27470	TRNA-CHARGING-PWY	tRNA charging	SERINE--TRNA-LIGASE-RXN	6.1.1.11	AT5G27470-MONOMER	serine-tRNA ligase	AT5G27470	AT5G27470
AT5G26830	TRNA-CHARGING-PWY	tRNA charging	THREONINE--TRNA-LIGASE-RXN	6.1.1.3	AT5G26830-MONOMER	threonine-tRNA ligase	AT5G26830	AT5G26830
AT5G26710	TRNA-CHARGING-PWY	tRNA charging	GLURS-RXN	6.1.1.17	AT5G26710-MONOMER	glutamate-tRNA ligase	AT5G26710	AT5G26710
AT5G22800	TRNA-CHARGING-PWY	tRNA charging	ALANINE--TRNA-LIGASE-RXN	6.1.1.7	AT5G22800-MONOMER	alanine-tRNA ligase	AT5G22800	AT5G22800
AT5G19720	TRNA-CHARGING-PWY	tRNA charging	GLUTAMINE--TRNA-LIGASE-RXN	6.1.1.18	AT5G19720-MONOMER	glutamine-tRNA ligase	AT5G19720	AT5G19720
AT5G16715	TRNA-CHARGING-PWY	tRNA charging	VALINE--TRNA-LIGASE-RXN	6.1.1.9	AT5G16715-MONOMER	valyl-tRNA synthetase	AT5G16715	AT5G16715
AT5G10880	TRNA-CHARGING-PWY	tRNA charging	PROLINE--TRNA-LIGASE-RXN	6.1.1.15	AT5G10880-MONOMER	proline-tRNA ligase	AT5G10880	AT5G10880
AT5G03406	TRNA-CHARGING-PWY	tRNA charging	HISTIDINE--TRNA-LIGASE-RXN	6.1.1.21	AT5G03406-MONOMER	histidine-tRNA ligase	AT5G03406	AT5G03406
AT4G39280	TRNA-CHARGING-PWY	tRNA charging	PHENYLALANINE--TRNA-LIGASE-RXN	6.1.1.20	AT4G39280-MONOMER	phenylalanine-tRNA ligase	AT4G39280	AT4G39280
AT4G33760	TRNA-CHARGING-PWY	tRNA charging	ASPARTATE--TRNA-LIGASE-RXN	6.1.1.12	AT4G33760-MONOMER	Aspartate-tRNA ligase	AT4G33760	AT4G33760
AT4G31180	TRNA-CHARGING-PWY	tRNA charging	ASPARTATE--TRNA-LIGASE-RXN	6.1.1.12	AT4G31180-MONOMER	aspartate-tRNA ligase	AT4G31180	AT4G31180
AT4G26870	TRNA-CHARGING-PWY	tRNA charging	ASPARTATE--TRNA-LIGASE-RXN	6.1.1.12	AT4G26870-MONOMER	aspartate-tRNA ligase	AT4G26870	AT4G26870
AT4G26300	TRNA-CHARGING-PWY	tRNA charging	ARGININE--TRNA-LIGASE-RXN	6.1.1.19	AT4G26300-MONOMER	arginine-tRNA ligase	AT4G26300	AT4G26300
AT4G17300	TRNA-CHARGING-PWY	tRNA charging	ASPARAGINE--TRNA-LIGASE-RXN	6.1.1.22	AT4G17300-MONOMER	asparagine-tRNA ligase	AT4G17300	AT4G17300
AT4G13780	TRNA-CHARGING-PWY	tRNA charging	METHIONINE--TRNA-LIGASE-RXN	6.1.1.10	AT4G13780-MONOMER	methionine-tRNA ligase	AT4G13780	AT4G13780
AT4G10320	TRNA-CHARGING-PWY	tRNA charging	ISOLEUCINE--TRNA-LIGASE-RXN	6.1.1.5	AT4G10320-MONOMER	Isoleucine-tRNA ligase	AT4G10320	AT4G10320
AT4G04350	TRNA-CHARGING-PWY	tRNA charging	LEUCINE--TRNA-LIGASE-RXN	6.1.1.4	AT4G04350-MONOMER	leucyl-tRNA synthetase	AT4G04350	AT4G04350
AT3G62120	TRNA-CHARGING-PWY	tRNA charging	PROLINE--TRNA-LIGASE-RXN	6.1.1.15	AT3G62120-MONOMER	proline-tRNA ligase	AT3G62120	AT3G62120
AT3G58140	TRNA-CHARGING-PWY	tRNA charging	PHENYLALANINE--TRNA-LIGASE-RXN	6.1.1.20	AT3G58140-MONOMER	phenylalanine-tRNA ligase	AT3G58140	AT3G58140
AT3G56300	TRNA-CHARGING-PWY	tRNA charging	CYSTEINE--TRNA-LIGASE-RXN	6.1.1.16	AT3G56300-MONOMER	cysteine-tRNA ligase	AT3G56300	AT3G56300
AT3G55400	TRNA-CHARGING-PWY	tRNA charging	METHIONINE--TRNA-LIGASE-RXN	6.1.1.10	AT3G55400-MONOMER	Methionine-tRNA ligase	AT3G55400	AT3G55400
AT3G48110	TRNA-CHARGING-PWY	tRNA charging	GLYCINE--TRNA-LIGASE-RXN	6.1.1.14	AT3G48110-MONOMER	glycine-tRNA ligase	AT3G48110	AT3G48110
AT3G46100	TRNA-CHARGING-PWY	tRNA charging	HISTIDINE--TRNA-LIGASE-RXN	6.1.1.21	AT3G46100-MONOMER	histidine-tRNA ligase	AT3G46100	AT3G46100
AT3G44740	TRNA-CHARGING-PWY	tRNA charging	GLYCINE--TRNA-LIGASE-RXN	6.1.1.14	AT3G44740-MONOMER	Glycine-tRNA ligase	AT3G44740	AT3G44740
AT3G16565	TRNA-CHARGING-PWY	tRNA charging	ALANINE--TRNA-LIGASE-RXN	6.1.1.7	AT3G16565-MONOMER	alanine-tRNA ligase	AT3G16565	AT3G16565
AT3G13490	TRNA-CHARGING-PWY	tRNA charging	LYSINE--TRNA-LIGASE-RXN	6.1.1.6	AT3G13490-MONOMER	Lysine-tRNA ligase	AT3G13490	AT3G13490
AT3G11710	TRNA-CHARGING-PWY	tRNA charging	LYSINE--TRNA-LIGASE-RXN	6.1.1.6	AT3G11710-MONOMER	lysine-tRNA ligase	AT3G11710	AT3G11710
AT3G07420	TRNA-CHARGING-PWY	tRNA charging	ASPARAGINE--TRNA-LIGASE-RXN	6.1.1.22	AT3G07420-MONOMER	asparagine-tRNA ligase	AT3G07420	AT3G07420
AT3G04600	TRNA-CHARGING-PWY	tRNA charging	TRYPTOPHAN--TRNA-LIGASE-RXN	6.1.1.2	AT3G04600-MONOMER	Tryptophan-tRNA ligase	AT3G04600	AT3G04600
AT3G02760	TRNA-CHARGING-PWY	tRNA charging	HISTIDINE--TRNA-LIGASE-RXN	6.1.1.21	AT3G02760-MONOMER	histidine-tRNA ligase	AT3G02760	AT3G02760
AT3G02660	TRNA-CHARGING-PWY	tRNA charging	TYROSINE--TRNA-LIGASE-RXN	6.1.1.1	AT3G02660-MONOMER	tyrosine-tRNA ligase	AT3G02660	AT3G02660
AT2G33840	TRNA-CHARGING-PWY	tRNA charging	TYROSINE--TRNA-LIGASE-RXN	6.1.1.1	AT2G33840-MONOMER	tyrosine-tRNA ligase	AT2G33840	AT2G33840
AT2G31170	TRNA-CHARGING-PWY	tRNA charging	CYSTEINE--TRNA-LIGASE-RXN	6.1.1.16	AT2G31170-MONOMER	cysteine-tRNA ligase	AT2G31170	AT2G31170
AT2G25840	TRNA-CHARGING-PWY	tRNA charging	TRYPTOPHAN--TRNA-LIGASE-RXN	6.1.1.2	AT2G25840-MONOMER	Tryptophan-tRNA ligase	AT2G25840	AT2G25840
AT2G07170	TRNA-CHARGING-PWY	tRNA charging	PHENYLALANINE--TRNA-LIGASE-RXN	6.1.1.20	AT2G07170-MONOMER	phenylalanine-tRNA ligase	AT2G07170	AT2G07170
AT2G04842	TRNA-CHARGING-PWY	tRNA charging	THREONINE--TRNA-LIGASE-RXN	6.1.1.3	AT2G04842-MONOMER	threonine-tRNA ligase	AT2G04842	AT2G04842
